"lunaid","vdate","npop","meanval","sdval","meansize","meanauto","meanpump","totalval"
11515,20190619,11,0.826666666666667,0.419791614971047,59.7777777777778,20.5555555555556,39.2222222222222,7.44
11516,20160311,9,0.605454545454545,0.222681999109207,NA,27,NA,6.66
11516,20171204,11,0.641111111111111,0.238979311052466,NA,26.8888888888889,NA,5.77
11517,20160314,9,0.519090909090909,0.203688710804234,NA,24.8181818181818,NA,5.71
11518,20160314,8,0.568333333333333,0.0952349566582406,38.8333333333333,7.5,31.3333333333333,6.82
11518,20171102,8,0.5325,0.134240286596292,42.8333333333333,13.0833333333333,29.75,6.39
11518,20190524,11,0.77,0.191768089107651,NA,26.1111111111111,NA,6.93
11519,20160315,6,0.423571428571429,0.188459632194889,NA,24.7857142857143,NA,5.93
11520,20160317,4,0.36,0.0682153452921946,38.9375,16.5,22.4375,5.76
11521,20160321,7,0.526923076923077,0.254930860410707,NA,23,NA,6.85
11522,20160322,6,0.513571428571429,0.230771520135164,NA,24.7142857142857,NA,7.19
11522,20180117,9,0.619090909090909,0.250697209615685,NA,29.4545454545455,NA,6.81
11522,20190823,7,0.782307692307692,0.387280127860826,NA,36.8461538461538,NA,10.17
11524,20160329,9,0.357272727272727,0.106966434837374,NA,22.0909090909091,NA,3.93
11526,20160401,11,0.813333333333333,0.125698050899765,NA,33.6666666666667,NA,7.32
11527,20160404,8,0.535833333333333,0.157275573629874,NA,25.5,NA,6.43
11528,20160407,7,0.546153846153846,0.192723396847159,NA,30,NA,7.1
11529,20160411,8,0.455833333333333,0.102377051169003,NA,24.3333333333333,NA,5.47
11529,20180103,6,0.527142857142857,0.0929374124740012,48.3571428571429,18.7142857142857,29.6428571428571,7.38
11529,20190618,8,0.464166666666667,0.150723005020548,46.1666666666667,19.4166666666667,26.75,5.57
11530,20160412,10,0.571,0.235629181365787,NA,29.3,NA,5.71
11531,20160412,8,0.663333333333333,0.254498913494138,NA,30.4166666666667,NA,7.96
11531,20171011,10,0.795,0.251628032354638,71.8,32.9,38.9,7.95
11531,20190618,10,0.771,0.240390885388314,72.2,34,38.2,7.71
11533,20160415,9,0.663636363636364,0.285070964051856,NA,30.4545454545455,NA,7.3
11535,20160419,9,0.429090909090909,0.194291252785839,NA,17.6363636363636,NA,4.72
11535,20171108,9,0.745454545454545,0.265343687935614,55.5454545454545,18.4545454545455,37.0909090909091,8.2
11535,20190520,13,0.927142857142857,0.241365164962019,74,30.5714285714286,43.4285714285714,6.49
11536,20160419,9,0.798181818181818,0.366819251997988,NA,37.9090909090909,NA,8.78
11536,20171215,10,0.776,0.328369710336789,NA,36.1,NA,7.76
11537,20160420,11,0.86,0.115,NA,34.1111111111111,NA,7.74
11537,20171025,11,0.907777777777778,0.110315204955819,83.6666666666667,40.5555555555556,43.1111111111111,8.17
11538,20160422,6,0.446428571428571,0.106742475350518,43,16.7142857142857,26.2857142857143,6.25
11540,20160426,13,0.802857142857143,0.153917108179943,74.1428571428571,34.5714285714286,39.5714285714286,5.62
11541,20160429,8,0.381666666666667,0.0982421251374132,NA,20.75,NA,4.58
11541,20171117,4,0.37875,0.0967384790728763,NA,11.6875,NA,6.06
11542,20160429,7,0.533846153846154,0.268375932277172,NA,22.1538461538462,NA,6.94
11542,20171114,7,0.453076923076923,0.23260784650654,NA,19.4615384615385,NA,5.89
11542,20190909,9,0.577272727272727,0.156658284753211,NA,26.8181818181818,NA,6.35
11543,20160430,8,0.619166666666667,0.237963264289922,57.8333333333333,25.1666666666667,32.6666666666667,7.43
11543,20180612,10,0.56,0.205264057577875,51.9,21.5,30.4,5.6
11544,20160509,8,0.72,0.321982495289305,NA,28.6666666666667,NA,8.64
11546,20160512,9,0.667272727272727,0.195657400018037,51.4545454545455,16.8181818181818,34.6363636363636,7.34
11547,20160523,5,0.383333333333333,0.0707779895837951,NA,20.1333333333333,NA,5.75
11547,20171130,6,0.69,0.441779617874377,NA,33.6428571428571,NA,9.66
11547,20190610,6,0.545,0.252060737491215,NA,27.3571428571429,NA,7.63
11548,20160601,9,0.692727272727273,0.174876579855103,61.8181818181818,26.0909090909091,35.7272727272727,7.62
11549,20160601,8,0.525833333333333,0.183424908258658,51.5833333333333,22.3333333333333,29.25,6.31
11550,20160606,6,0.358571428571429,0.141793845090309,NA,14.5714285714286,NA,5.02
11550,20171209,9,0.732727272727273,0.207127540857845,NA,26.8181818181818,NA,8.06
11551,20160608,9,0.606363636363636,0.342907355630431,NA,22.7272727272727,NA,6.67
11551,20171206,11,0.804444444444444,0.482807184886242,NA,33.8888888888889,NA,7.24
11554,20160620,8,0.524166666666667,0.208215724379279,NA,14.6666666666667,NA,6.29
11554,20180310,8,0.586666666666667,0.209255534664866,54.3333333333333,22.8333333333333,31.5,7.04
11555,20160622,11,0.674444444444444,0.368174928230831,NA,25.4444444444444,NA,6.07
11557,20160624,7,0.539230769230769,0.227649640839512,53.0769230769231,23.6153846153846,29.4615384615385,7.01
11557,20180312,7,0.540769230769231,0.162555710371426,32.6923076923077,2.76923076923077,29.9230769230769,7.03
11558,20160629,8,0.61,0.361285583337161,58,26.4166666666667,31.5833333333333,7.32
11558,20180308,10,0.634,0.141437068848462,NA,23.3,NA,6.34
11560,20160705,7,0.489230769230769,0.144710143531909,NA,18.2307692307692,NA,6.36
11561,20160708,6,0.430714285714286,0.108519001222706,32.5,7,25.5,6.03
11561,20180122,8,0.665,0.161104144746637,47.8333333333333,13.0833333333333,34.75,7.98
11561,20190904,11,0.655555555555556,0.158832546342926,53.1111111111111,18.6666666666667,34.4444444444444,5.9
11562,20160712,6,0.365714285714286,0.128943296166856,NA,18.1428571428571,NA,5.12
11564,20160713,6,0.460714285714286,0.126944220683083,45.1428571428571,18.3571428571429,26.7857142857143,6.45
11565,20160718,8,0.653333333333333,0.331205328605942,53.6666666666667,20.3333333333333,33.3333333333333,7.84
11565,20180122,11,0.635555555555556,0.304840577643098,54.5555555555556,21.7777777777778,32.7777777777778,5.72
11565,20190709,7,0.769230769230769,0.235494569592788,57.3076923076923,19.2307692307692,38.0769230769231,10
11568,20160804,8,0.534166666666667,0.079023395078274,54.75,24.75,30,6.41
11568,20180220,7,0.462307692307692,0.132234252128174,48.3846153846154,21.5384615384615,26.8461538461538,6.01
11570,20160805,5,0.502666666666667,0.121035217228391,NA,28.6,NA,7.54
11570,20180608,8,0.590833333333333,0.119503391609028,42.5,10.4166666666667,32.0833333333333,7.09
11571,20160810,11,0.862222222222222,0.438969753450559,NA,38.3333333333333,NA,7.76
11571,20181012,8,0.631666666666667,0.286509823196132,NA,29.8333333333333,NA,7.58
11573,20160822,10,0.661,0.207495649218109,NA,32.4,NA,6.61
11573,20180216,7,0.644615384615385,0.299600160898249,NA,30.9230769230769,NA,8.38
11574,20180214,10,0.82,0.261108747034215,NA,37.4,NA,8.2
11575,20160824,8,0.620833333333333,0.184659801863433,52.4166666666667,19.4166666666667,33,7.45
11575,20180306,11,0.816666666666667,0.297951338308792,70.6666666666667,31.2222222222222,39.4444444444444,7.35
11575,20190820,9,0.725454545454545,0.236404891504539,65.1818181818182,28.5454545454545,36.6363636363636,7.98
11576,20160831,7,0.531538461538462,0.35739441689927,NA,27.8461538461538,NA,6.91
11576,20180228,10,0.727,0.110358003284261,63.3,26.2,37.1,7.27
11577,20160907,11,0.648888888888889,0.222454739466506,62.8888888888889,29,33.8888888888889,5.84
11577,20180403,9,0.547272727272727,0.258885724175394,NA,20.0909090909091,NA,6.02
11578,20161005,8,0.451666666666667,0.139989177070835,50,23.6666666666667,26.3333333333333,5.42
11579,20161011,3,0.245294117647059,0.131059034744787,18.8235294117647,2.47058823529412,16.3529411764706,4.17
11579,20180320,5,0.374,0.148073340901441,NA,15.8666666666667,NA,5.61
11581,20161108,13,1.10714285714286,0.160801563602917,72.5714285714286,23.5714285714286,49,7.75
11581,20180417,13,0.852857142857143,0.197628800677287,58.7142857142857,17.5714285714286,41.1428571428571,5.97
11582,20161111,7,0.543076923076923,0.300260570598955,51.3846153846154,22.2307692307692,29.1538461538462,7.06
11589,20161215,12,0.95125,0.271000131787,NA,38.625,NA,7.61
11589,20180808,13,0.71,0.280475786239502,55.5714285714286,19.7142857142857,35.8571428571429,4.97
11592,20170104,3,0.443529411764706,0.231001655201608,28.5294117647059,3.17647058823529,25.3529411764706,7.54
11592,20180803,7,0.437692307692308,0.0650837724467278,32.1538461538462,6.23076923076923,25.9230769230769,5.69
11595,20170123,11,0.784444444444444,0.407587754695572,NA,30.8888888888889,NA,7.06
11595,20180723,8,0.7725,0.194053647690061,NA,34.25,NA,9.27
11599,20170209,6,0.506428571428571,0.151688300996948,NA,5.92857142857143,NA,7.09
11599,20180814,11,0.746666666666667,0.173493515728975,65.4444444444444,27.8888888888889,37.5555555555556,6.72
11600,20170217,9,0.786363636363636,0.364369941879753,NA,25.3636363636364,NA,8.65
11603,20170324,6,0.425,0.12004806729614,45.2142857142857,19.9285714285714,25.2857142857143,5.95
11603,20181027,10,0.755,0.393904951874321,67.9,31,36.9,7.55
11605,20170407,10,0.454,0.198673377962703,NA,24.5,NA,4.54
11605,20181105,8,0.6475,0.432983833416445,59.4166666666667,26.75,32.6666666666667,7.77
11606,20170417,5,0.369333333333333,0.103679910346816,37.1333333333333,14.4,22.7333333333333,5.54
11609,20170503,7,0.554615384615385,0.278286883887095,47.0769230769231,17.3076923076923,29.7692307692308,7.21
11611,20170510,7,0.567692307692308,0.197321811860467,49.2307692307692,18.3846153846154,30.8461538461538,7.38
11616,20170804,9,0.69,0.169941166289984,NA,33.6363636363636,NA,7.59
11636,20180330,5,0.400666666666667,0.106735097097351,32,7.8,24.2,6.01
11637,20180405,9,0.592727272727273,0.238541019914434,55,23.2727272727273,31.7272727272727,6.52
11639,20180411,7,0.45,0.12536613046061,44,17.6923076923077,26.3076923076923,5.85
11641,20180625,10,0.76,0.174355957741627,71.3,33.2,38.1,7.6
11642,20180424,10,0.605,0.361731944953718,NA,31.2,NA,6.05
11643,20180425,13,0.692857142857143,0.392161288490432,NA,33.2857142857143,NA,4.85
11644,20180426,9,0.518181818181818,0.159863578204554,49.7272727272727,20.7272727272727,29,5.7
11651,20180508,14,1.03333333333333,0.374361678950539,NA,42.3333333333333,NA,6.2
11654,20180523,11,0.58,0.209045449603669,46.4444444444444,15.1111111111111,31.3333333333333,5.22
11660,20180608,6,0.446428571428571,0.126040722531505,NA,19.1428571428571,NA,6.25
11671,20180716,7,0.419230769230769,0.125927329470978,42.3846153846154,17.4615384615385,24.9230769230769,5.45
11677,20180724,5,0.430666666666667,0.0686051504383356,29.6666666666667,3.93333333333333,25.7333333333333,6.46
