"lunaid","vdate","npop","meanval","sdval","meansize","meanauto","meanpump","totalval"
11452,20190429,10,0.772,0.24462215762273,NA,38.2,NA,7.72
11453,20151016,9,0.400909090909091,0.171082117443907,NA,17.2727272727273,NA,4.41
11453,20170825,5,0.422666666666667,0.381621852224474,NA,19.2,NA,6.34
11453,20190829,7,0.616153846153846,0.215078995624804,53.5384615384615,20.9230769230769,32.6153846153846,8.01
11455,20151119,4,0.2425,0.0494637914707988,NA,14.0625,NA,3.88
11455,20170530,3,0.363529411764706,0.123285298011897,31.1764705882353,8.76470588235294,22.4117647058824,6.18
11455,20181218,8,0.618333333333333,0.378485818956953,56.75,25.25,31.5,7.42
11457,20151022,9,0.484545454545455,0.175804643645362,46.7272727272727,19.1818181818182,27.5454545454545,5.33
11457,20170616,9,0.652727272727273,0.139218598548535,53.2727272727273,18.9090909090909,34.3636363636364,7.18
11457,20190204,9,0.5,0.210428135001002,43.1818181818182,15.1818181818182,28,5.5
11458,20151026,5,0.468,0.243081409055838,NA,14.0666666666667,NA,7.02
11458,20170804,4,0.48375,0.311894747203818,50.3125,23.625,26.6875,7.74
11458,20190314,6,0.554285714285714,0.247967562572027,NA,27.5714285714286,NA,7.76
11459,20151026,13,1,0.0244948974278318,NA,41.4285714285714,NA,7
11460,20151027,7,0.439230769230769,0.106650639821611,44,18.0769230769231,25.9230769230769,5.71
11460,20170707,5,0.367333333333333,0.209607342655829,NA,22,NA,5.51
11460,20190523,7,0.502307692307692,0.139173383839119,49.2307692307692,20.6923076923077,28.5384615384615,6.53
11461,20151029,12,0.775,0.270026453730529,NA,37.625,NA,6.2
11461,20170606,14,1.085,0.235435766186873,NA,46,NA,6.51
11461,20190125,9,0.754545454545455,0.271417156287647,NA,31.0909090909091,NA,8.3
11463,20151111,10,0.649,0.217329754571762,64.9,31,33.9,6.49
11463,20170628,9,0.624545454545455,0.217364377779048,62.6363636363636,29.6363636363636,33,6.87
11463,20190219,9,0.534545454545455,0.182885955522213,48.7272727272727,19.0909090909091,29.6363636363636,5.88
11465,20151112,7,0.492307692307692,0.152214423656994,NA,25.4615384615385,NA,6.4
11465,20170607,13,0.992857142857143,0.345143172500644,NA,45.1428571428571,NA,6.95
11465,20190426,12,0.7775,0.164208056179609,NA,38.5,NA,6.22
11467,20151114,7,0.686153846153846,0.4179421503338,NA,27.5384615384615,NA,8.92
11468,20160118,10,0.734,0.112269516986778,63,25.6,37.4,7.34
11469,20151121,7,0.604615384615385,0.134512414830713,NA,30.6923076923077,NA,7.86
11469,20170621,11,0.666666666666667,0.127082650271388,NA,34.4444444444444,NA,6
11470,20151210,5,0.403333333333333,0.121753067820936,NA,11.6666666666667,NA,6.05
11471,20151204,7,0.466153846153846,0.234041964240691,NA,19.5384615384615,NA,6.06
11472,20151208,5,0.348,0.198393548282196,NA,21.2666666666667,NA,5.22
11472,20170706,5,0.294,0.0910886538331907,NA,15.5333333333333,NA,4.41
11472,20190418,4,0.345,0.107206964947868,39.1875,17.625,21.5625,5.52
11474,20151212,8,0.5475,0.146977116338812,NA,27.1666666666667,NA,6.57
11475,20151216,7,0.42,0.147930163703463,NA,18.6153846153846,NA,5.46
11475,20170612,6,0.54,0.301483511476677,NA,29.1428571428571,NA,7.56
11475,20190404,8,0.661666666666667,0.185464200580516,62.5,28,34.5,7.94
11480,20160104,12,0.78125,0.282308721589883,NA,32.5,NA,6.25
11480,20170712,10,0.542,0.180911273526248,NA,23.5,NA,5.42
11480,20190320,11,0.837777777777778,0.439510459994349,NA,33.8888888888889,NA,7.54
11481,20160105,11,0.653333333333333,0.352987251894456,NA,30.4444444444444,NA,5.88
11481,20170714,10,0.47,0.173973178009332,NA,25,NA,4.7
11481,20190208,8,0.5475,0.262821232019029,NA,25.5833333333333,NA,6.57
11482,20160108,8,0.578333333333333,0.0643616674925708,54.25,22.5,31.75,6.94
11482,20170725,9,0.75,0.209141100695201,60.2727272727273,22.7272727272727,37.5454545454545,8.25
11482,20190326,10,0.738,0.190950837186492,58.7,21.4,37.3,7.38
11484,20160109,10,1.035,0.382949082777332,NA,31.5,NA,10.35
11484,20171118,11,0.723333333333333,0.300374765917512,64.5555555555556,28.5555555555556,36,6.51
11484,20190729,9,0.693636363636364,0.125480893148935,NA,29.0909090909091,NA,7.63
11486,20160116,7,0.476153846153846,0.150750260449662,44.7692307692308,17.4615384615385,27.3076923076923,6.19
11486,20170828,9,0.687272727272727,0.18482915944682,62.6363636363636,27.1818181818182,35.4545454545455,7.56
11486,20190423,11,0.586666666666667,0.238379948821204,54.1111111111111,23,31.1111111111111,5.28
11487,20160120,10,0.702,0.337698090015327,NA,32.9,NA,7.02
11487,20170807,12,0.59625,0.176387357823626,NA,31.375,NA,4.77
11487,20190401,10,0.827,0.245766375061991,NA,34.6,NA,8.27
11488,20160219,8,0.506666666666667,0.152275667090572,NA,22.4166666666667,NA,6.08
11488,20170802,7,0.56,0.0721110255092798,52.3076923076923,21.3076923076923,31,7.28
11488,20190529,10,0.664,0.236135554290327,NA,27.7,NA,6.64
11489,20160122,7,0.523076923076923,0.133065435994515,31.6153846153846,2.23076923076923,29.3846153846154,6.8
11489,20180511,5,0.448,0.161740532953246,NA,17.6666666666667,NA,6.72
11490,20160125,16,0.9625,0.395253083479433,NA,42.5,NA,3.85
11491,20160126,9,0.786363636363636,0.33251384113365,NA,12.4545454545455,NA,8.65
11492,20160129,10,0.819,0.18740627287023,NA,35.4,NA,8.19
11492,20170925,12,0.77375,0.223666684408487,NA,38,NA,6.19
11492,20190410,9,0.586363636363636,0.198155127477072,NA,30.4545454545455,NA,6.45
11493,20160130,4,0.270625,0.0585910971621685,NA,12.0625,NA,4.33
11495,20160203,12,0.95,0.189887184552152,NA,43.125,NA,7.6
11495,20170814,14,1.07833333333333,0.165458957650127,NA,45.1666666666667,NA,6.47
11496,20160204,7,0.480769230769231,0.106572474437316,44.3846153846154,16.6923076923077,27.6923076923077,6.25
11496,20170922,8,0.559166666666667,0.0998597501347249,54.8333333333333,23.9166666666667,30.9166666666667,6.71
11496,20190529,9,0.689090909090909,0.283600230798726,NA,28.9090909090909,NA,7.58
11497,20160205,6,0.498571428571429,0.163747326125304,48.4285714285714,20.1428571428571,28.2857142857143,6.98
11497,20171011,10,0.794,0.330595422432515,NA,28.4,NA,7.94
11498,20160208,10,0.627,0.208435974715392,NA,31.4,NA,6.27
11498,20181018,9,0.677272727272727,0.302228089663781,NA,33.2727272727273,NA,7.45
11499,20160209,8,0.636666666666667,0.267219124701172,59,25.9166666666667,33.0833333333333,7.64
11501,20160210,8,0.478333333333333,0.111586357371836,NA,22.5,NA,5.74
11502,20160210,7,0.503076923076923,0.160280203361936,NA,23.4615384615385,NA,6.54
11502,20180110,10,0.789,0.206206476889333,NA,30.4,NA,7.89
11502,20190710,11,0.646666666666667,0.174068951855292,NA,23.4444444444444,NA,5.82
11503,20160211,9,0.662727272727273,0.299569387925099,NA,31.0909090909091,NA,7.29
11504,20160215,9,0.641818181818182,0.123597587502199,55.6363636363636,21.6363636363636,34,7.06
11504,20170829,6,0.431428571428571,0.103615943446285,NA,18.5,NA,6.04
11504,20190509,5,0.463333333333333,0.123036966957477,41.8,14.8666666666667,26.9333333333333,6.95
11506,20160217,11,0.783333333333333,0.280044639298809,NA,34,NA,7.05
11506,20170905,10,0.66,0.115373788665845,60.5,25.8,34.7,6.6
11507,20160218,7,0.533076923076923,0.134992877304978,49,19.2307692307692,29.7692307692308,6.93
11507,20171208,9,0.591818181818182,0.194772594674825,57,25.0909090909091,31.9090909090909,6.51
11508,20160301,7,0.558461538461538,0.136494575829112,NA,22.6923076923077,NA,7.26
11508,20171106,8,0.645,0.158372403473011,59.1666666666667,25.0833333333333,34.0833333333333,7.74
11508,20190610,6,0.558571428571429,0.148160886713223,51.8571428571429,21.1428571428571,30.7142857142857,7.82
11509,20160223,8,0.598333333333333,0.0657589721957576,56.5,24,32.5,7.18
11509,20171003,9,0.653636363636364,0.271266390372,52.7272727272727,18.9090909090909,33.8181818181818,7.19
11510,20160224,5,0.458,0.150199866844149,37.3333333333333,10.8,26.5333333333333,6.87
11512,20160226,8,0.828333333333333,0.315186332575549,NA,27.75,NA,9.94
11512,20170926,10,0.707,0.270269412911553,61.5,25.7,35.8,7.07
11512,20190507,10,0.793,0.249178650770888,67.4,28.6,38.8,7.93
11513,20160229,6,0.515714285714286,0.134662786002912,42.2142857142857,13.1428571428571,29.0714285714286,7.22
11513,20171013,7,0.486153846153846,0.0955282210953445,NA,18.3846153846154,NA,6.32
11513,20190514,6,0.449285714285714,0.168726646735723,NA,19.3571428571429,NA,6.29
11514,20160307,8,0.6775,0.113628181523615,54.4166666666667,19.0833333333333,35.3333333333333,8.13
11514,20170913,13,0.678571428571429,0.0940617831407583,NA,33,NA,4.75
11515,20160307,8,0.59,0.193296757250701,47.25,15.5,31.75,7.08
11515,20171016,10,0.653,0.386725570226054,48.2,15.3,32.9,6.53
